2024-03-28 16:36:32,3857211698,Software Engineer,AIMQ DEVELOPMENT LLC,True,False
2024-03-28 16:40:05,3857211698,Software Engineer,AIMQ DEVELOPMENT LLC,True,True
2024-04-09 22:28:24,3860832233,0) Full Stack Engineer,Vital Tech Solutions,True,True
2024-04-09 22:35:42,3832283941,0) Quantitative Developer,Jobot,True,True
2024-04-09 22:36:15,3874275602,0) Sr Software Engineer (Warren),CIeNET Technologies,True,True
2024-04-09 22:36:35,3827214267,0) Full Stack AI Engineer,MOTOR Information Systems,True,True
2024-04-09 22:36:55,3854456823,0) Technical engineer or Embedded or System Engineer or Linux engineer,People Tech Group Inc,True,True
2024-04-09 22:37:12,3783795088,0) Embedded Software Engineer,LER TechForce,True,True
2024-04-09 22:41:05,3796905534,0) Mid Level Software Engineer,"Accessibility Services, Inc.",True,True
2024-04-09 22:41:28,3866228500,0) Mikrotik Engineer,Mad River Enterprises,True,True
2024-04-09 22:44:56,3880081547,0) DevOps Engineer,Camgian,True,True
2024-04-09 22:55:36,3818300577,1) CMM Programmer,Tenneco,True,True
2024-04-09 22:56:13,3812006594,1) Senior Software Engineer,"Revela, Inc.",True,True
2024-04-09 22:56:30,3764169601,1) Embedded Software Engineer,LER TechForce,True,True
2024-04-09 22:56:50,3864416985,1) Embedded Engineer,People Tech Group Inc,True,True
2024-04-09 22:57:40,3860849293,1) Embedded Software Engineer,Pure Talent Consulting,True,True
2024-04-09 23:03:01,3887422852,1) Dotnet Developer,Imetris Corporation,True,True
2024-04-09 23:07:22,3860352554,1) Senior Full Stack Shopify Developer,Akantro,True,True
2024-04-09 23:10:37,3885141730,1) Experienced Talend ETL Developer,"Retail Insights, LLC",True,True
2024-04-09 23:16:15,3875092654,"1) IT Ops Engineer II - Primarily Remote/On-Site 2-3 days/mth - MS Windows, Linux, Powershell",Conexess Group,True,True
2024-04-09 23:16:34,3885092790,1) Senior SAS Programmer - only W2,Intellisoft Technologies,True,False
2024-04-09 23:19:25,3827215295,1) Platform Engineer,RE/MAX,True,True
2024-04-09 23:19:59,3840470076,1) Software Engineer,InterEx Group,True,False
2024-04-09 23:20:33,3864393011,1) Application Developer,SysTechCorp Inc,True,False
2024-04-09 23:21:07,3881719303,1) Senior Cloud Developer,JRD Systems,True,False
2024-04-09 23:23:49,3840470076,1) Software Engineer,InterEx Group,True,True
2024-04-09 23:28:02,3885092790,1) Senior SAS Programmer - only W2,Intellisoft Technologies,True,False
2024-04-09 23:30:16,3885092790,1) Senior SAS Programmer - only W2,Intellisoft Technologies,True,True
2025-01-28 23:45:04,4130718733,Part-Time Bitcoin Stacks Backend Developer Intern,BlockLock,True,False
2025-01-29 00:04:39,4135625451,Site Developer,Spartan Auto Care Center,True,True
2025-01-29 00:07:18,4133291952,Founding Engineer (Software),VastVision Technologies,True,True
2025-01-29 00:07:32,4122433196,Full Stack Engineer,Spark,True,True
2025-01-29 00:07:56,4114859089,Jr. Developer,Brooksource,True,True
2025-01-29 00:08:42,4122251876,Web Developer,Hello Gravel,True,True
2025-01-29 00:09:08,4133412884,Junior Software Engineer,Tech Consulting,True,True
2025-01-29 00:09:40,4129560172,Full Stack Software Engineer,"Managed Health Connections, Inc",True,True
2025-01-29 00:10:25,4082688772,Web Designer Frontend Developer,"BFM Group, Inc.",True,True
2025-01-29 00:10:59,4132656250,Automation Developer,Sound Drilling LLC,True,True
2025-01-29 00:11:38,4078151837,Full Stack Developer,Skylark Wireless,True,True
2025-01-29 00:12:09,4117639076,Full Stack Developer,Clinasyst,True,True
2025-01-29 00:12:31,4016434412,Full Stack Engineer,Accend (YC S23),True,True
2025-01-29 00:13:16,4132317049,Web Developer,Wholesale Marine,True,True
2025-01-29 00:13:47,4100032846,Full Stack Engineer,Stealth Aviation AI,True,True
2025-01-29 00:14:25,4132942677,Python Software Engineer,Xonar Technology Inc.,True,True
2025-01-29 00:14:46,4126121246,Frontend Engineer,INSPYR Solutions,True,True
2025-01-29 00:15:16,4133470501,Software Engineer in Mental Health,GreyMatter,True,True
2025-01-29 00:15:38,4056018608,"Entry Level Applications Engineer (Background in: Software Development, Engineering, or Business Administration)",Bend-Tech,True,True
2025-01-29 00:16:16,4117454059,Founding Engineer,MediScan AI,True,True
2025-01-29 00:16:38,4127550390,Full Stack Engineer,Usage AI,True,True
2025-01-29 00:17:09,4134422325,"Software Engineer, Test Automation - AI Schema Inference",Attachments King,True,True
2025-01-29 00:17:40,4121637449,Data Engineer,Bellavance Trucking,True,True
2025-01-29 00:18:19,4032965067,Front End Developer,"V-Soft Consulting Group, Inc.",True,True
2025-01-29 00:18:50,4123392890,Software Developer I,"V-Soft Consulting Group, Inc.",True,True
2025-01-29 00:19:13,4125984290,Software Engineer,BeaconFire Inc.,True,True
2025-01-29 00:20:07,4126316058,Application Developer,"QUAD, a SolomonEdwards Company",True,True
2025-01-29 00:20:29,4120720265,Software Engineer,West500 Partners,True,True
2025-01-29 00:21:15,4122346413,Data Engineer,Allure Medical,True,True
2025-01-29 00:22:08,4123368924,Data Engineer,ShanuDT IT Solutions INC,True,True
2025-01-29 00:22:19,4118861353,Software Developer,Inceed,True,True
2025-01-29 00:22:43,4118861353,Software Developer,Inceed,False,False
2025-01-29 00:25:02,4124195584,Founding Engineer - Full Stack,Voker (YC S24),True,True
2025-01-29 00:25:40,4001749421,Junior Software Engineer,EDC Corporation - AIMS Parking,True,True
2025-01-29 00:26:11,4089265375,Software Engineer (New Grad),Electric Era,True,True
2025-01-29 00:28:20,3515438880,Java Developer - W2 Only,Proxim Systems,True,True
2025-01-29 00:28:50,4135698270,TS/SCI FS Poly Front End Software Developer,Black Cat Technologies,True,True
2025-01-29 00:29:09,4131790319,Java/Spark Developer/Architect,FirstEigen,True,True
2025-01-29 00:30:10,4132915113,Machine Learning Engineer,MathEarth,True,True
2025-01-29 00:30:23,4133511070,Data Warehouse Engineer (AWS/ETL/SQL)--100% REMOTE,Beacon Hill,True,True
2025-01-29 00:31:40,4136515238,Founding Engineer,Enrich Labs,True,True
2025-01-29 00:32:35,4132537111,Wordpress Developer,Zendrop,True,True
2025-01-29 00:32:56,4132902178,GIS Programmer,Satwic Inc,True,True
2025-01-29 00:33:18,4131762091,Forward Deployed Engineer,Intelletec,True,True
2025-01-29 00:33:50,4118982505,Solutions Engineer,Accurant International,True,True
2025-01-29 00:34:28,4137903406,Embedded Dev Engineer,Bestinfo Systems LLC,True,True
2025-01-29 00:34:50,4137904187,Browser Engineer,Bestinfo Systems LLC,True,True
2025-01-29 00:35:03,3765972231,Frontend Engineer - Search & Computer Vision,Verkada,True,False
2025-01-29 00:35:25,4137904092,Triage Engineer,Bestinfo Systems LLC,True,True
2025-01-29 00:35:48,4136205681,Software Validation Engineer,Collabera,True,True
2025-01-29 00:36:03,4136246664,Front End Engineer,Jobot,True,True
2025-01-29 00:36:18,4137555887,Mobile Software Engineer,Primary Talent Partners,True,True
2025-01-29 00:37:16,4136656071,0) IOT Engineer,eMeasurematics - Industrial Autonomous Solutions,True,True
2025-01-29 00:37:30,4133517136,0) Contract - Firmware Modification for New Board Layout,ESP Safety,True,True
2025-01-29 00:37:47,4132277387,0) Cloud Support Engineer,RMO Associates,True,True
2025-01-29 00:38:01,4133620108,0) Software Engineer II,Kforce Inc,True,True
2025-01-29 00:38:17,4133954110,0) Security Engineer,INSPYR Solutions,True,True
2025-01-29 00:38:32,4132593500,0) Reliability Engineer II,Primary Talent Partners,True,True
2025-01-29 00:38:48,4130649817,0) .Net Developer - No C2C,"Elegant Enterprise-Wide Solutions, Inc.",True,True
2025-01-29 00:39:02,4132527571,0) Software Engineer - LLJP00001639,"Softworld, a Kelly Company",True,True
2025-01-29 00:39:16,4133501471,0) Azure Database Engineer,Ledgent Technology,True,True
2025-01-29 00:39:31,4134405622,0) Software Engineer,"Softworld, a Kelly Company",True,True
2025-01-29 00:39:44,4022510910,1) Validation Engineer,Precision Medicine Group,True,False
2025-01-29 00:40:20,4093403305,2) Quantitative Developer,Zimmer Partners LP,True,True
2025-01-29 00:40:37,4119846800,2) Content Engineer,Create,True,True
2025-01-29 00:40:54,4124746025,2) QA Engineer,INSPYR Solutions,True,True
2025-01-29 00:41:36,4118117225,2) Quality Assurance Engineer,Planisware,True,True
2025-01-29 00:41:48,4116516758,2) Full Stack Engineer (Heavy Front End - GraphQL),Dexian,True,True
2025-01-29 00:42:00,4103776465,2) Intermediate AI Engineer,Mitchell Martin Inc.,True,False
2025-01-29 00:42:12,4092016611,2) Software Developer,Inceed,True,True
2025-01-29 00:43:56,4120733772,3) Field Application Engineer,LMI Technologies,True,True
2025-01-29 00:44:08,4134465476,3) BSP Software Engineer,"Softworld, a Kelly Company",True,True
2025-01-29 00:44:47,3952703907,3) Junior Systems Engineer,ANSER,True,False
2025-01-29 00:45:26,4126110510,3) Regulatory Technology Developer,BOX Exchange LLC,True,True
2025-01-29 00:46:02,4127905133,3) Associate Embedded Software Engineer,Mainspring Energy,True,False
2025-01-29 00:46:42,4133954655,3) QA Engineer,BLN24,True,True
2025-01-29 00:47:01,4131153483,3) Systems Engineer,Vaco,True,True
2025-01-29 00:47:25,4133433314,3) MERN/MEAN Full-Stack Developer,BeaconFire Inc.,True,True
2025-01-29 00:47:49,4125978764,3) Web Developer,BeaconFire Inc.,True,True
2025-01-29 00:48:07,4127256127,3) Python Developer,BeaconFire Inc.,True,True
2025-01-29 00:48:20,4116045460,3) Machine Vision Engineer,Syntegon,True,True
2025-01-29 00:48:51,4132945770,3) EA ML Engineer,Protingent,True,True
2025-01-29 00:49:29,4124131282,3) Test Engineer,"VSSI Staffing Services, LLC",True,True
2025-01-29 00:49:40,4036205344,3) IT System Engineer,Search Services,True,True
2025-01-29 00:50:21,4117950569,3) Database Engineer,Community Medical Group,True,True
2025-01-29 00:50:52,4115511294,3) Quality Assurance Engineer,"Spigot, Inc.",True,True
2025-01-29 00:51:04,4115044326,"3) New College Grad Engineer, HDD Embedded Systems Engineer",Western Digital,True,False
2025-01-29 00:51:35,4102084893,3) Software Quality Assurance Engineer,HighByte,True,True
2025-01-29 00:51:50,4124132015,3) Engineer Tech,"VSSI Staffing Services, LLC",True,True
2025-01-29 00:52:01,4125465939,3) Software Engineer - Haskell,Duetto,True,False
2025-01-29 00:52:41,4054068129,3) AI software developer,"Prosecution Genie, Inc.",True,True
2025-01-29 00:53:04,4119127272,3) ACCESS Database Developer,AccessDBExperts,True,True
2025-01-29 00:53:47,3985830494,3) Validation Engineer,Precision For Medicine,True,False
2025-01-29 00:54:18,4120003188,3) Test Engineer,MDMartin Staffing,True,True
2025-01-29 20:33:51,4133412884,Junior Software Engineer,Tech Consulting,True,True
2025-01-29 20:34:46,4124195584,Founding Engineer - Full Stack,Voker (YC S24),True,True
2025-01-29 20:35:24,4116234320,Software Engineer,Create,True,True
2025-01-29 20:36:01,4089265375,Software Engineer (New Grad),Electric Era,True,True
2025-01-29 20:36:31,4078151837,Full Stack Developer,Skylark Wireless,True,True
2025-01-29 20:37:28,4001749421,Junior Software Engineer,EDC Corporation - AIMS Parking,True,True
2025-01-29 20:38:04,4083242176,Software Engineer - Full Stack,"Misapplied Sciences, Inc.",True,True
2025-01-29 20:39:01,4091487574,Full Stack Web Developer,Label Interactive,True,True
2025-01-29 20:39:29,4063862978,Software Engineer,Windmill,True,True
2025-01-29 20:40:06,4097620662,Full Stack Engineer (Angular / Java),AVM Consulting Inc,True,True
2025-01-29 20:40:43,4080034803,"Full Stack Engineer (On-site, NYC, Telehealth Startup)",BIOVERSE,True,True
